Title,Content,Date
Netflix statt GIS-Gebühr: Harte Zeiten für klassische TV-Sender,"Die Lithium-Metall-Batterie von deutschen Forschern besitzt eine 
 Energiedichte von über 500 Wh/kg und funktioniert bereits mit hoher 
 Effizienz.",1 Jan 2020
AEPPL to invest Rs37.15 billion in second phase of lithium ...,"15 billion in second phase of lithium battery plant. The joint venture 
 between Japanese majors Toshiba, Denso and Suzuki will make the investment 
 in the Gujarat ...",2 Jan 2020
Energy Storage 2020: It’s Not Just About Lithium-Ion Batteries Any More,"We think lithium-ion batteries are the beginning, middle, and end of the 
 discussion. Largely that's because of Elon Musk and Tesla, who have built 
 their ...",5 Jan 2020
Lithium For Tesla Battery Uses Less Water Than 11 Avocados,"Let's talk about lithium production. Lithium is the first member of the 
 alkali metal family — elements that make up Group 1 (IA) of the periodic 
 table.",5 Jan 2020
Scientists develop long-lasting lithium-sulfur battery,"Researchers at Australia's Monash University are on the brink of 
 commercializing what they deem as the most efficient lithium-sulfur (Li-S) 
 battery ...",6 Jan 2020
New deal with mining company to protect rare Nevada plant,"An Australian mining company has agreed to a moratorium on new activities 
 at a planned lithium mine in Nevada in exchange for conservationists 
 dropping a ...",6 Jan 2020
Lithium-ion industry 'disruptor' 24M's thick electrodes power ...,"Lithium-ion industry 'disruptor' 24M's thick electrodes power Kyocera's new 
 energy storage systems · 'A disruptor to the entrenched lithium-ion cell 
 design and ...",6 Jan 2020
"A huge opportunity': Alberta oilfields could give rise to lithium industry 
 fuelled by electric cars","The company's goal is to produce battery-grade lithium hydroxide that can 
 be used in the manufacturing of lithium-ion batteries — the same type of 
 batteries ...",6 Jan 2020
Direct Lithium Extraction Resources in Alberta's Oil Fields,"This scenario is encouraging investment in a potential third economic 
 source of commercial-scale lithium production in Alberta's vast oil fields. 
 To tap this ...",6 Jan 2020
Lithium Australia's VSPC to commercialise cathode ...,"According to Lithium Australia, Beijing Saideli has “considerable 
 expertise” in designing and manufacturing processing equipment. The 
 China-based company also ...",6 Jan 2020
SP Angel . Morning View . Gold and oil prices jump on flaring ...,"Lithium carbonate 99% (China) US$5,664/t vs US$5,670/t. Ferro Vanadium 80% 
 FOB (China) US$28.5/kg vs US$28.5/kg - Ferro-vanadium prices rose 0.7% to 
 the ...",6 Jan 2020
Kyocera to launch world first SemiSolid lithium-ion battery,"Kyocera to launch world first SemiSolid lithium-ion battery. The Japanese 
 electronics giant is offering a new cell architecture developed by battery 
 start-up ...",7 Jan 2020
"Samsung Galaxy S11 Rumor Roundup: Price, Release Date, Specs, and More","During the charge/discharge process, silcon expands inside a traditional 
 lithium battery. This constant expansion is not only inefficient, it also 
 leads to ...",7 Jan 2020
Livent 'reviews expansion plans' on falling lithium prices ...,"North American lithium producer Livent has revised down its financial 
 guidance for fourth-quarter as well as full-year revenues, and is reviewing 
 potential ...",8 Jan 2020
COSCO says lithium battery started vessel fire,"The fire that broke out on the COSCO Pacific was caused by the spontaneous 
 combustion of a lithium ion battery, according to widely reported update 
 from the ...",8 Jan 2020
Tenavolts New Generation Rechargeable Lithium AAA ...,"8, 2020 /PRNewswire/ -- Tenavolts, a new generation rechargeable lithium 
 battery, has launched sales for its High-Capacity AAA Rechargeable 
 Batteries ...",8 Jan 2020
"Mahindra Electric vehicles clock 100 million e-km with Lithium Urban 
 Technologies fleet service","Lithium Urban Technologies has the largest fleet of electric vehicles 
 providing service for mobility in the corporates, with the majority of its 
 EVs coming ...",9 Jan 2020
"Nemaska Lithium gets lifeline, just as Tesla wins new interest in China","Gouin gave Nemaska Lithium an additional month to figure out a way forward, 
 under court-granted creditor protection, as it seeks to build the country's 
 first ...",9 Jan 2020
