Title,Content,Date
Petronas Gas names Kamal Bahrin Ahmad as new MD,"KUALA LUMPUR (April 21): Petronas Gas Bhd has named Kamal Bahrin Ahmad as 
 its new managing director (MD) effective June 1, 2017, after the 
 resignation the ...",21 Apr 2017
Staf Petronas Chemical Group lawat Balai Berita,"KETUA Hal Ehwal Korporat Jabatan Pentadbiran Petronas Chemicals Group 
 Berhad, Siti Azlina Abd Latif menyerahkan sumbangan kepada Penulis Khas 
 Kanan Berita ...",21 Apr 2017
Hua Yang Eyes Land Near Petronas Twin Towers,"... making it the single biggest stockholder in Magna Prima, which owns 
 2.62 acres of land along Jalan Ampang near the famous Petronas Twin Towers.",21 Apr 2017
PETGAS lantik Kamal Bahrin Ahmad sebagai CEO,"PETRONAS Gas Bhd (PETGAS) melantik Kamal Bahrin Ahmad, 53, sebagai Ketua 
 Pegawai Eksekutif dan Pengarah Urusan baharu berkuat kuasa 1 Jun 2017.",21 Apr 2017
Media Prima gondol 7 hadiah MPI-PETRONAS 2016,"PENGARANG Berita NST, Farrah Naz Karim memenangi kategori Penulis 
 Kolum/Rencana Pengarang pada majlis penyampaian Hadiah Kewartawanan 
 Malaysia MPI- Petronas ...",21 Apr 2017
Engen puts a little F1 in your tank,"Engen Primax Unleaded's advanced energy formula was developed by PETRONAS 
 and Engen. It provides motorists with technology that cleans the engine, 
 enhances fuel ...",21 Apr 2017
"Austin, FP2: Honda-Fahrer vorne, Philipp Öttl Elfter","Moto3 2021 Red Bull Ring - Petronas SRT Highlights. Petronas SRT. 10.8K 
 subscribers. 2021 AustriaGP Highlights: Moto3. Info. Shopping. Tap to 
 unmute ...",21 Apr 2017
RM3.7 billion Bintulu methanol plant set for completion in 2021: CM,"... of Understanding (MoU) between Petroliam Nasional Berhad (Petronas) and 
 Yayasan Hartanah Bumiputera Sarawak (YHBS), a state government entity here.",22 Apr 2017
MoU on development of petro-chemical industry signed,"KUCHING: Petronas and Yayasan Hartanah Bumiputera Sarawak (YHBS) yesterday 
 signed an agreement and a memorandum of understanding (MoU) as part of 
 commitment ...",23 Apr 2017
Persafe Engineering a testament of local success,"Persafe has an impressive list of clientele who include Petronas Carigali, 
 Malaysia LNG Group of Companies, Asean Bintulu Feritiliser Sdn Bhd, Sarawak 
 Shell Bhd ...",24 Apr 2017
5 des Concept Cars les plus marquants de Shanghai 2017,"Avec la voix de John Hurt, Mercedes AMG Petronas a fait rimer poésie et 
 Formule 1 à quelques heures du dénouement du championnat 2014.",25 Apr 2017
A halal hotel seeks to profit from Muslim travel boom The ...,"At the PNB Perdana Hotel, the Quran is standard operating procedure. Just 
 steps away from the iconic Petronas Towers in the heart of Kuala Lumpur, ...",28 Apr 2017
Living legacy of Murut embroidery,"Manah is Galeri Petronas' first exhibition for 2017. Curated by Associate 
 Professor Dr Baharudin Arus from University Malaysia Sabah's Faculty of 
 Humanities, ...",28 Apr 2017
Kejuaraan Sepanyol CEV Repsol: Kasma Daniel puas hati,"Selepas mengharungi empat sesi latihan, juara CP130 Kejuaraan Cub Prix AAM 
 Malaysia PETRONAS tahun lalu itu melakukan keseluruhan 29 pusingan dengan 
 catatan ...",28 Apr 2017
Malaysia Energy Profile: Strategically Located For Seaborne ...,"Petronas holds stakes in most of the oil and gas blocks in Malaysia, and it 
 is one of the largest contributors to Malaysian government revenues, 
 accounting for ...",29 Apr 2017
It's pole position for Hafizh Syahrin in Moto2 European Championship,"PETRONAS Raceline Malaysia rider Hafizh Syahrin will start on pole position 
 in Monday's Moto2 European Championship at the first leg of the FIM CEV 
 Repsol ...",30 Apr 2017
It's not a 'GAS'ing game,"Petronas Gas 2Q net profit at RM439mil · Corporate News 5h ago. Petronas 
 Gas 2Q net profit at RM439mil · Analyst Reports 19 Aug 2021 ...",30 Apr 2017
Cub Prix: Tengku Amirul tidak ke Terengganu,"KUALA LUMPUR: Perlumbaan pusingan ketiga Kejuaraan Cub Prix AAM Malaysia 
 PETRONAS di Kemaman, Terengganu hujung minggu ini mungkin berlangsung tanpa 
 kelibat ...",2 May 2017
RMN takeover operation of Tun Azizan auxiliary vessel,"KA TAZ was the initiative of Petronas, the MISC and Malaysia Marine Heavy 
 Engineering (MMHE) via the conversion of an abandoned cargo vessel into a 
 mobile naval ...",2 May 2017
Petronas contractors to be charged with submitting RM8.8m ...,"... two individuals in court today for submitting false claims amounting to 
 RM8.8 million in respect of pipe maintenance projects awarded by Petronas.",3 May 2017
Malaysia looks to build on success of mature developments,"Energy plays a prominent role in Malaysia's economy, with national oil 
 company Petronas making a significant contributon. The nation is a 
 thriving, albeit ...",3 May 2017
PETRONAS penaja platinum KL2017,"PUTRAJAYA: PETRONAS tampil dengan tajaan RM7.5 juta hingga RM15 juta bagi 
 menjayakan Sukan SEA ke-29 dan Sukan Para Asean (APG) Kesembilan atau Kuala 
 Lumpur ...",4 May 2017
"Company director, project manager charged over RM8.4 million graft","... Ridzuan Zainal Abidin, the project manager of Petronas Carigali Sdn Bhd 
 at Petronas Gas Berhad office, Tower 1, Petronas Twin Tower at June 14, 
 2013.",4 May 2017
Petronas fires up SEA and ASEAN Para Games sponsorship,"Malaysian oil and gas company Petronas has become a platinum sponsor of 
 this year's SEA and ASEAN Para Games, which will both be held in the 
 country's ...",5 May 2017
Can Malaysia be Muslim make-up capital? This artist thinks so,"The three-day annual beauty exhibition kicked off Saturday at the 
 convention centre in the shadows of the Petronas Twin Towers in Kuala 
 Lumpur, ...",6 May 2017
Petronas says second floating LNG facility to be operational in 2020,"Petronas loaded its first cargo from the Petronas Floating LNG (PFLNG) 1 in 
 east Malaysia last month, becoming the first company to produce LNG from 
 a ...",7 May 2017
Akid antara pilihan Valentino Rossi,"KUALA LUMPUR: Selepas merangkul gelaran juara kategori CP115 Kejuaraan Cub 
 Prix AAM Malaysia PETRONAS 2016, nama Muhammad Akid Aziz mula menarik 
 perhatian ...",8 May 2017
Petronas Coral 2.0 results in cost savings of RM5bil,"Petronas president and CEO Datuk Wan Zulkiflee Wan Ariffin said: ""Tough 
 times are here to stay."" KUALA LUMPUR: Petroliam Nasional Bhd's (Petronas) 
 industry-wide ...",9 May 2017
Corrected: Malaysia's PCG on track to complete PIC projects ...,"Company names have also been clarified in paragraphs 18-19. A corrected 
 story follows. PCG CEO Sazali Hamzah 9 May KUALA LUMPUR (ICIS)--PETRONAS 
 Chemicals Group ...",9 May 2017
Pengerang perlu lebih banyak premis mampu milik,"""Johor Petroleum Development Corporation Bhd (JPDC) dan PETRONAS mengadakan 
 pertemuan dengan peniaga dan usahawan setempat supaya menghadapi zaman 
 pasca ...",9 May 2017
Jawatankuasa siasat insiden Norizman,"... kelas CP150 Norizman Ismail maut pada sesi ujian masa Kejuaraan Cub 
 Prix AAM Malaysia PETRONAS di Bandar Baru Kijal, Kemaman, Terengganu, 
 minggu lalu.",9 May 2017
Algotech fraud claim,"One local media report said Petronas had paid the 7 million ringgit invoice 
 but this could not be independently confirmed.",10 May 2017
Kontrak berasas prestasi pantau kontraktor,"Kenaikan harga minyak lonjak untung Petronas Dagangan. 10h. Perak belum 
 mahu kibar bendera putih. Vaksin. ASEAN Ogs 20, 2021 @ 8:08pm.",10 May 2017
Iran's South Azadegan Oilfield Output to Double,"Shell, Total S.A. and Petronas have been touted as potential candidates to 
 develop the field. . . . . . Crude oil production from the giant South 
 Azadegan field ...",10 May 2017
Airbnb is flourishing in Malaysia,"BUSINESSMAN Gary Wong has a 3-bedroom serviced apartment near the Petronas 
 Twin Towers in Kuala Lumpur, which he has not been able to rent out for the 
 past ...",12 May 2017
8 ditahan kerana merusuh,"Kenaikan harga minyak lonjak untung Petronas Dagangan. 34h. Perak belum 
 mahu kibar bendera putih. Vaksin. Nasional Ogs 24, 2021 @ 1:17am.",12 May 2017
PDAM says fuel stations hit by weekly price changes ...,"he told the publication, adding that as a representative of Shell, 
 Petronas, BHP, Caltex and Petron's executive committees, he realised that 
 station ...",12 May 2017
M'sia inks second phase deals on ECRL and Malacca ...,"... petroleum pipeline from Sungai Udang, Malacca, to the Petronas's 
 refinery and petrochemical integrated development project (Rapid) in 
 Pengerang, Johor.",13 May 2017
"Dua syarikat China meterai perjanjian fasa kedua ECRL dan sambungan paip 
 gas ke Pengerang","... Pelbagai Produk yang sedang dibangunkan sekarang (bermula dari Melaka) 
 ke projek penapisan Petronas yang sedang dalam pembinaan di Pengerang, 
 Johor.",13 May 2017
Saham berkaitan PETRONAS meningkat,"KUALA LUMPUR: Saham dua syarikat berkaitan PETRONAS, Petronas Chemicals 
 (PetChem) dan Petronas Gas (PetGas), meningkat pagi ini selepas kedua-dua 
 syarikat ...",15 May 2017
DRB-Hicom's CTRM aims to breach RM1b revenue by FY19,"Petroliam National Bhd, or Petronas, owns the remaining stake in CTRM. At a 
 media briefing today, CTRM group chief operating officer Shamsuddin 
 Mohamed ...",15 May 2017
Petronas Chemicals looks to boost specialty chemical sales,"KUALA LUMPUR: The chemical manufacturing unit of state energy firm 
 Petroliam Nasional Bhd (Petronas) is looking to grow “aggressively” in 
 specialty ...",17 May 2017
HLIB Research retains hold call on Petronas Dagangan stocks,"The research house said that Petronas Dagangan's core net profit was 
 flattish in 1Q17 despite 11.3 per cent improvement in revenue underpinned 
 by weaker ...",18 May 2017
Petronas Dagangan Q1 earnings higher at RM253m,"The higher revenue, according to Petronas Dagangan, was due to a 43% 
 increase in the average selling prices following the higher Mean of Platts 
 Singapore ...",18 May 2017
Cedera halang Hafiz beraksi di Teluk Intan,"... dan bakal terlepas aksi dalam kategori CP150 pada pusingan keempat 
 Kejuaraan Cub Prix AAM Malaysia PETRONAS di Teluk Intan, Perak hujung 
 minggu ini.",18 May 2017
Mclean up 17% ahead of 1Q earnings announcement,"Investors may also be closely watching an ongoing court case between Mclean 
 and Petroliam Nasional Bhd (Petronas). Mclean shares rose to their highest 
 so ...",19 May 2017
NGO blames water pollution in S.Sudan on oil company,"A German NGO puts the blame on Malaysian oil company Petronas. It has also 
 become a subject of embarrassment for carmaker Daimler.",19 May 2017
"Kuala Lumpur: A Guide to the Sites, Sounds and Flavors of a ...","The view of the Petronas Towers from the park below. Patrick Foto / Getty 
 Images. It's hard not to miss the Petronas Twin Towers rising high above 
 the city, and ...",19 May 2017
Ramdan ganti Kasma saingan Cub Prix Teluk Intan,"Berikutan itu, prinsipal pasukan PETRONAS Sprinta Yamaha Maju Motor, Yong 
 Ying Hoe memilih Ramdan yang kini tidak lagi beraksi di dalam saingan Moto2 
 di ...",19 May 2017
Engen puts a little F1 in your tank - literally - Nahana ...,"... AMG Petronas Motorsport Formula One team to three world championships, 
 is now available at Engen forecourts in South Africa, Botswana and Namibia.",19 May 2017
Ahmad Afif takluk Cub Prix Teluk Intan,"TELUK INTAN: Pelumba Petronas Sprinta Yamaha-CKJ, Ahmad Afif Amran, meraih 
 kemenangan sulungnya apabila menjuarai Kategori CP150 pada pusingan 
 keempat ...",21 May 2017
UMW-OG restructuring debts,"08 million) from Petronas Carigali Sdn Bhd to provide two jack-up drilling 
 rigs for offshore upstream projects. Earlier this month, a planned merger 
 between UMW ...",21 May 2017
Geomatics Profession in Oil and Gas Industry,"Two of the former students are currently working at PETRONAS and the 3rd 
 speaker is a hydrographic surveying business consultant. He is also the 
 chairman of ...",22 May 2017
10 Companies Voted As The Best Places To Work In M'sia ...,"PETRONAS, short for Petroliam Nasional Berhad, is a Malaysian oil and gas 
 company Wholly owned by the Government of Malaysia, the corporation is 
 vested with ...",22 May 2017
M'sia making great strides in reducing income inequality: iMoney,"Malaysia's national flag flies in front of its landmark Petronas Twin 
 Towers in Kuala Lumpur, Malaysia, Friday, May 19, 2017. Bank Negara 
 Malaysia (BNM) ...",23 May 2017
A call to build with IBS,"So now we know what the low-cost Pekeliling Flats and the iconic Petronas 
 Twin Towers have in common. Greater awareness needed. Foo suggests more 
 awareness ...",23 May 2017
Six companies said to be shortlisted for Petronas' MCM jobs,"Another company still in the running from the initial 20 or so bidders is 
 privately held Pioneer Engineering Sdn Bhd, according to some of the 
 sources. Petronas ...",24 May 2017
NTP sumbang kepada kejayaan Anniza,"Ibu adalah pesara pengetua sekolah, bapa pula peladang. ""Namun, saya amat 
 bersyukur kerana memperoleh biasiswa Petronas dan melanjutkan pelajaran ke 
 Universiti ...",24 May 2017
Oil and gas industry boosting country's coffers,"“Petronas has been the sole supplier of gas in the market. With the Third 
 Party Access (TPA), other suppliers can join the gas market and supply gas 
 at ...",24 May 2017
Petronas to open 100 more 'grab to go' stores at its stations,"Deluxe Merchant managing director Datin Azreen Abu Noh said the second 
 a'rooma outlet based on the grab and go concept was available at Petronas 
 Station ...",25 May 2017
Cover Story: Astaka Padu launches 363-acre township in ...,"As at last August, Phase 2 of Dialog Group Bhd's Pengerang Deepwater 
 Terminal (PDT) was under construction and Petronas' Refinery and 
 Petrochemical ...",25 May 2017
"Album baharu Siti dijual di butik, stesen Petronas","BANGI: Album terbaharu Datuk Siti Nurhaliza, SimetriSiti, bakal dijual di 
 butik Creacion dan stesen Petronas terpilih, bermula Ramadan ini.",26 May 2017
"Tata and Mercedes-AMG Petronas Explore Potential Of Internet Of Things To 
 Boost Team Performance","Tata Communications and Mercedes-AMG Petronas Motorsport, is launching the 
 2017 F1 Connectivity Innovation Prize and unveiling the first challenge of 
 this ...",26 May 2017
100 lagi kemudahan Pos Laju EziBox disediakan,"Turut hadir, Pengarah Urusan dan Ketua Pegawai Eksekutif Petronas Dagangan 
 Bhd (PDB), Datuk Ibrahimnuddin Mohd Yunus. Shukrie berkata, perkhidmatan 
 Pos Laju ...",26 May 2017
PESP salur biasiswa bernilai RM134 juta,"SERI ISKANDAR: Seramai 353 pelajar atau empat peratus daripada lebih 7,000 
 pemohon memperoleh biasiswa menerusi Program Penajaan Pendidikan PETRONAS 
 (PESP) ...",28 May 2017
Mahathir cries wolf,"In 1998, Petronas bailed out Mirzan Mahathir's company Konsortium 
 Perkapalan Berhad (KPB). Mahathir forced the sitting government to bail out 
 Proton umpteen ...",29 May 2017
Siapa Jojo?,"PETRONAS memaparkan kesinambungan kisah Anang dan rakannya pada iklan Tahun 
 Baharu Cina, beberapa bulan lalu apabila mereka kini pulang menyambut Pesta 
 Menuai ...",29 May 2017
Hibiscus up after Petronas approves PSC stake buy,"Petronas Carigali Sdn Bhd owns the remaining 50% in the PSC. Shares of 
 Hibiscus rose to their highest so far today at 51 sen. Hibiscus' share 
 trade resumes ...",30 May 2017
"Petronas, Thailand's PTTEP plan oil and gas JV — report","KUALA LUMPUR (June 1): Petroliam Nasional Bhd (Petronas) and 
 Thailand-listed PTT Exploration and Production Plc (PTTEP) are planning to 
 jointly explore and ...",1 Jun 2017
Malaysia's Petronas cautious on 2017 even as quarterly profit ...,"First-quarter profit at Petronas, as the company is known, totalled 10.3 
 billion ringgit (S$3.34 billion), compared with 4.6 billion ringgit in 
 the ...",2 Jun 2017
Petronas' stake sale of offshore gas asset advances to second round: sources,"SINGAPORE/HONG KONG (Reuters) - The sale by Malaysian energy firm Petronas 
 of an estimated $1 billion stake in a local upstream gas project has moved 
 to the ...",5 Jun 2017
KTM in Mugello: «Top-5 ist wie ein Sieg!»,"Petronas SRT. 10.9K subscribers. 2021 Styrian GP Highlights: Moto2. Info. 
 Shopping. Tap to unmute. More videos. More videos. Your browser can't play 
 this ...",5 Jun 2017
AsiaBio secures RM220 million job in Pengerang,"Tenisha was incorporated on Dec 2, 2014, and is a Petronas-accredited 
 service provider based in Johor that specializes in providing 
 multi-disciplinary ...",8 Jun 2017
Achieving their dreams through Petronas' scholarships,"His father advised him to accept Petronas' offer to study abroad. Allistair 
 who scored 4A+, 4A and 1A- said he accepted the scholarship from Petronas 
 to fulfill ...",10 Jun 2017
PETRONAS terus komited bangunkan sektor pendidikan,"Pengerusi PETRONAS, Tan Sri Sidek Hassan, berkata usaha itu diteruskan bagi 
 memastikan pelajar termasuk di Sabah diberi peluang untuk meneruskan 
 persekolahan ...",11 Jun 2017
Sarawak govt to set up oil company for offshore oil and gas ...,"“I had discussions with Petronas, we are adopting a new approach. “Sarawak 
 will participate in both upstream and downstream oil and gas activities. 
 “In the ...",11 Jun 2017
PETRONAS beri YOKUK 'wajah baharu',"KOTA BHARU: Seramai 20 kakitangan Petroliam Nasional Berhad (PETRONAS) dan 
 40 pelajar sekolah menengah menjalankan kerja sukarela di Yayasan Orang 
 Kurang ...",13 Jun 2017
Malaysia's Petronas set to auction Kimanis crude on Dubai exchange,"SINGAPORE (Reuters) - Malaysia's Petronas [PETRA.UL] is set to auction one 
 of its crude grades on the Dubai Mercantile Exchange, according to 
 sources ...",14 Jun 2017
Petronas appoints Johor Port unit to operate Pengerang jetty,"In a statement today, Petronas said PRPC Utilities had signed an agreement 
 with SPT Services Sdn Bhd to provide operating equipment and systems for 
 SPJ as well ...",16 Jun 2017
Petronas subsidiary to operate Pengerang product jetty,"KUALA LUMPUR: PRPC Utilities and Facilities Sdn Bhd (PRPC UF), a subsidiary 
 of Petronas, has signed an agreement with SPT Services Sdn Bhd to operate 
 the ...",17 Jun 2017
Petronas explains termination of contract given to MHS Aviation,"BREATHTAKING VIEW OF THE PETRONAS OIL REFINERY AT KERTIH, TERENGGANU. KUALA 
 LUMPUR: Petroliam Nasional Bhd (Petronas) said it decided to terminate 
 the ...",18 Jun 2017
Fun-filled weekend as Petronas staff join longhouse folk for ...,"BINTULU: Ten longhouses at Similajau near here held their 'Ngiling Bidai' 
 ceremony with staff members of Petronas. Samalaju assemblyman Majang 
 Renggi ...",20 Jun 2017
Petronas Raya ad 'delivers a message of unity',"KUALA LUMPUR: Heartwarming festive commercials from Petroliam Nasional Bhd 
 (Petronas) to commemorate major celebrations have always been a favourite 
 among ...",21 Jun 2017
Petronas' partners want to terminate MHS Aviation's helicopter ...,"KUALA LUMPUR (June 21): After Petronas Carigali Sdn Bhd issued a notice 
 last week to Boustead Holdings Bhd's 51%-owned MHS Aviation Bhd to 
 terminate the ...",21 Jun 2017
Pengimbang 2 bangunan berkembar,"... berada di jambatan dua tingkat yang menghubungkan bangunan berkembar 
 tertinggi di dunia, Menara Berkembar PETRONAS (KLCC) ini nyata satu 
 pengalaman unik ...",21 Jun 2017
Creativity interpreted,"Together with curator Ratna Siti Akbari, the pair adds to the creative 
 energy that the artistic works exude, inspiring visitors at Galeri 
 Petronas' latest art ...",21 Jun 2017
Petronas partners want to terminate MHS Aviation's helicopter ...,"KUALA LUMPUR: After Petronas Carigali Sdn Bhd issued a notice last week to 
 Boustead Holdings Bhd's 51%-owned MHS Aviation Bhd to terminate the 
 latter's ...",22 Jun 2017
Driven to succeed,"Vritnney has an offer to pursue Petroleum Geoscience at Universiti 
 Teknologi Petronas (UTP) in Teronoh, Perak. “I'm excited. This scholarship 
 is exactly what I ...",23 Jun 2017
"Tom Lüthi (3.): «Schnell, konstant und am Limit»","Petronas SRT. 10.9K subscribers. 2021 Styrian GP Highlights: Moto2. Info. 
 Shopping. Tap to unmute. More videos. More videos. Your browser can't play 
 this ...",23 Jun 2017
Philipp Öttl (KTM): Furcht vor erneuter Verletzung,"Moto3 2021 Red Bull Ring - Petronas SRT Highlights · Petronas SRT. 10.8K 
 subscribers. 2021 AustriaGP Highlights: Moto3. Info. Shopping. Tap to 
 unmute ...",24 Jun 2017
Petronas SSGP assists school to service fire extinguishers,"MIRI: Petronas Sabah Sarawak Gas Pipeline (SSGP) recently helped in the 
 maintenance and refilling of eight fire extinguishers belonging to SK Long 
 Seridan ...",25 Jun 2017
Newsbreak: Syed Zainal could join Petronas,"Two separate sources say Syed Zainal is set to join the national oil 
 company in July as vice-president of marketing and downstream business. 
 What else Petronas ...",26 Jun 2017
My hobby is eating,"Over the years, Petronas Hari Raya commercials have evolved into short 
 films telling us stories that bring us back to the essence of celebrating 
 Hari Raya ...",26 Jun 2017
[VIDEO] Happiness lies in helping others,"Over the years, Petronas Hari Raya commercials have evolved into short 
 films, telling stories that have always focus on the core values of Raya, 
 some of which ...",27 Jun 2017
Seadrill - The West Capella Bags A 3-Month Contract With Petronas,"Seadrill has reportedly been awarded a contract with Malaysian oil giant 
 Petronas for the West Capella ultra-deepwater drillship. · It is time to 
 look beyond the ...",28 Jun 2017
"HR job moves of the week from PETRONAS, Digi Telecom ...","Khalil Husaini Yaakob joins the HR team at PETRONAS Starting in May 2017, 
 Khalil Husaini Yaakob took up his HR planning and people management role 
 at ...",30 Jun 2017
Petronas Dagangan to sell Philippines LPG business for $124 million,"KL, the marketing and retailing arm of Malaysian state energy firm 
 Petronas, on Wednesday said it has entered into an agreement to sell its 
 liquefied ...",5 Jul 2017
PetDag sells Philippine LPG business for US$124m,"KUALA LUMPUR: Petronas Dagangan Bhd (PetDag), the 69.86%-owned marketing 
 arm of Petroliam Nasional Bhd (Petronas), is disposing of its liquid 
 petroleum gas ...",6 Jul 2017
"MALAYSIA STOCKS TO WATCH: PetDag, Spring Gallery ...","By Chong Sin Hao Nikkei Markets KUALA LUMPUR (Jul 6) -- Here are the stocks 
 to watch on Thursday: *Petronas Dagangan: plans to sell its stake in 
 Petronas ...",6 Jul 2017
Legacy of lopsided IPP deals solved but Harapan still unhappy,"Rafizi should know that the electricity rates had been kept low due to gas 
 subsidies from Petronas and reduced TNB profits, despite the legacy of 
 the ...",7 Jul 2017
Rafizi tersilap fakta dalam isu IPP - Rahman,"KUALA LUMPUR : Naib Presiden PKR, Rafizi Ramli membuat kenyataan tidak 
 betul apabila mengatakan subsidi PETRONAS kepada industri Penjana Tenaga 
 Bebas (IPP) ...",7 Jul 2017
Thai energy giant PTT Group to pick 10% in Petronas ...,"Thai energy conglomerate PTT Group said it is in talks with Petronas Group 
 to acquire a 10 per cent stake in the Malaysian company's liquefied natural 
 gas ...",11 Jul 2017
PChem rises 1.31% on projection of a record 2017,"KUALA LUMPUR (July 11): Petronas Chemicals Group Bhd (Pchem) rose 1.31% in 
 early trade today after Maybank IB Research maintained its “Buy” rating on 
 Pchem ...",11 Jul 2017
Galeri Petronas hosts architecture exhibition 'MANIFEST ...,"PETALING JAYA (July 14): Galeri Petronas is hosting an architecture 
 exhibition titled “MANIFEST: Modernism of Merdeka” to showcase how 
 Malaysian ...",14 Jul 2017
Mercedes announces Petronas contract extension,"Petronas has been the title sponsor of Mercedes since the German 
 manufacturer returned to the sport in 2010. Its close work with the team 
 during the hybrid era ...",15 Jul 2017
Petronas chips in to rebuild razed longhouse in Long Seridan,"MIRI: Petroliam Nasional Bhd (Petronas) through Sabah Sarawak Gas Pipeline 
 (SSGP) has contributed RM10,000 to rebuild the longhouse in Long 
 Seridan, ...",15 Jul 2017
Petronas extends F1 partnership,"NORTHAMPTONSHIRE: Petroliam Nasional Bhd (Petronas) over the weekend 
 announced the extension of its contract with Mercedes-Benz as the title 
 partner for the ...",17 Jul 2017
Petronas remains as Mercedes title sponsor,"Formula One team Mercedes have agreed a multi-year extension of their major 
 partnership with Petronas. The Malaysian oil and gas company will remain as 
 the ...",17 Jul 2017
Repair of Shah Alam Stadium roof to be ready in time for SEA Games,"Khairy Jamaluddin speaks during the TN50 Dialogue: Petronas Young 
 Professionals Chart The Future in Kuala Lumpur today. Looking on Petronas 
 Senior VP ...",17 Jul 2017
Korporat disyor anjur dialog TN50,"Khairy bercakap pada sesi Dialog TN50X: Profesional Muda PETRONAS Merencana 
 Masa Depan, semalam. Kuala Lumpur: Sektor swasta, korporat serta 
 pertubuhan ...",17 Jul 2017
"PTT, Petronas to develop LNG plant in Malaysia","Last year, PTT agreed to buy 1 million tonnes each year of LNG from 
 Petronas, increasing by 2019 to 1.2 million tonnes of LNG a year over a 
 15-year ...",20 Jul 2017
PTT Thailand kaji labur loji gas Malaysia,"Bagaimanapun, PETRONAS tidak memberikan sebarang maklum balas kepada 
 Reuters. Bulan lalu, PTT dan cabang huluannya, PTTEP Exploration and 
 Production , bersama- ...",20 Jul 2017
Petronas cancels Pacific NorthWest LNG project in Canada,"Tuesday's decision was made by Petronas, the Malaysian oil and gas company 
 leading the project, as well as its partners. ""We aredisappointed thatthe 
 extremely ...",25 Jul 2017
Malaysia's Petronas scraps $29 billion western Canada LNG project,"CALGARY, Alberta/KUALA LUMPUR (Reuters) - Malaysian oil company Petronas 
 has scrapped a proposed C$36 billion ($29 billion) liquefied natural gas 
 (LNG) ...",25 Jul 2017
A tragedy for Canada': Petronas cancels $36B LNG project as ...,"Petronas isn't leaving Canada — for now. It has invested about $11 billion 
 out of the $36 billion so far, including $10 billion to purchase Progress 
 Energy ...",25 Jul 2017
"Petronas, partners scrap plans for Pacific NorthWest LNG project","Malaysia's Petronas and its partners have opted not to proceed with the 
 Pacific NorthWest LNG project at Port Edward, BC. “The decision was made 
 after a ...",25 Jul 2017
Petronas ends Canadian LNG export plan,"Petronas said it will not go ahead with its Pacific Northwest LNG project 
 in Canada's British Columbia province. The Malaysian oil and gas company 
 issued a ...",26 Jul 2017
"Five Things to Know: Petronas pulls out, Johnny Depp sighting, Creep 
 Catchers back in the news","“Today is a very difficult day for Pacific NorthWest LNG and Petronas,” 
 said Pacific NorthWest LNG chairman Anuar Taib. “We are disappointed that 
 the extremely ...",26 Jul 2017
Petronas hands back Vietnam blocks on PSC expiry,"Petronas president and group chief executive officer Datuk Wan Zulkiflee 
 Wan Ariffin said the oil major had come a long way since its entry into 
 Vietnam in 1991 ...",27 Jul 2017
Sky-Futures International Franchise Programme launched by ...,"Petronas President and Group CEO, Datuk Wan Zulkiflee Wan Ariffin, 
 officially launched Sky-Futures Malaysia, the first Sky-Futures Franchise.",27 Jul 2017
"Petronas to take a hit from Canada pullout, but sees long-term ...","Malaysia's only Fortune 500 company, Petronas has driven the country's 
 modernisation push over the last two decades. It is one of Malaysia's 
 biggest employers ...",28 Jul 2017
Petronas installs biggest crude distillation column at RAPID site,"KUALA LUMPUR (July 28): Petroliam Nasional Bhd (Petronas) recently 
 installed the biggest crude distillation column for its Refinery and 
 Petrochemical ...",28 Jul 2017
Petronas sees collaboration with PTT as a growth catalyst in ...,"PL9SB is a Petronas subsidiary that owns the ninth LNG liquefaction train 
 (Train 9) in the Petronas LNG Complex in Bintulu, Sarawak. PTTGL is a 50:50 
 joint ...",28 Jul 2017
"PETRONAS, PTTGLI jalin kerjasama pengeluaran LNG","KUALA LUMPUR: PETRONAS memeterai perjanjian bersama PTTGL Investment 
 Limited (PTTGLI) bagi penyertaan 10 peratus kepentingan ekuiti PTTGLI di 
 dalam PETRONAS ...",28 Jul 2017
TransCanada to make final decision on Keystone XL by December,"UL], or Petronas, announced scrapping of its Pacific NorthWest liquefied 
 natural gas terminal in Canada's British Columbia province this week, ...",28 Jul 2017
Why Petronas cancelled its plans for an LNG project on B.C.’s coast,"This week, Petronas finally announced that it would not proceed with its 
 Pacific Northwest LNG project—part of a proposed $36 billion investment in 
 B.C. ...",29 Jul 2017
Petronas spent $900m to get to ‘no’ on $36b project,"From Kitimat to Calgary, the implications of Petronas' decision last week 
 to pull the plug on its $36 billion Pacific NorthWest LNG project are still 
 being ...",1 Aug 2017
Malaysia's Petronas says awarded shallow-water oil and gas block in Mexico,"KUALA LUMPUR (Reuters) - Malaysian state energy firm Petronas [PETR.UL] 
 said on Wednesday it has been awarded a shallow-water oil and gas 
 exploration block ...",2 Aug 2017
PETRONAS raih satu lagi blok di Teluk Mexico,"KUALA LUMPUR: Anak syarikat Petroliam Nasional Bhd (PETRONAS), PC Carigali 
 Mexico Operations S.A de C.V. memperoleh Blok 6 air cetek di Lembangan 
 Salina ...",2 Aug 2017
The footprint Pacific NorthWest LNG left behind – Prince ...,"Pacific Northwest LNG's parent company Petronas has decided not to move 
 forward with its $36 billion Lelu Island project. For five years, the 
 prospect of a ...",2 Aug 2017
